Id,HouseId,Last Hour,TotalConsumption,1SDConsumption,MeanConsumptionForThatHour,SDConsumptionForThatHour
0_6_27-9-2013_15,0,15,2749.754,2397.007926,1874.179,522.8289259
0_6_17-9-2013_15,0,15,9176.116,7101.35358,3883.7085,3217.64508
0_6_6-9-2013_15,0,15,2823.962,2398.952646,1308.79125,1090.161396
0_1_15-9-2013_15,0,15,32118.351,26855.67081,17541.86875,9313.802064
0_1_19-9-2013_15,0,15,31850.665,27424.05838,16210.65033,11213.40805
0_3_28-9-2013_15,0,15,0,,,
0_0_24-9-2013_15,0,15,566.698,,,
0_11_23-9-2013_15,0,15,556.592,,,
0_4_4-9-2013_15,0,15,0,,,
0_7_23-9-2013_15,0,15,5478.294,,,
0_11_19-9-2013_15,0,15,579.327,,,
0_12_26-9-2013_15,0,15,9035.475,,,
0_8_9-9-2013_15,0,15,1747.308,,,
0_9_10-9-2013_15,0,15,11474.168,,,
0_0_29-9-2013_15,0,15,1570.041,,,
0_12_18-9-2013_15,0,15,10561.256,,,
0_11_3-9-2013_15,0,15,586.395,,,
0_4_1-9-2013_15,0,15,0,,,
0_8_18-9-2013_15,0,15,14031.883,,,
0_10_8-9-2013_15,0,15,8225.302,,,
0_11_4-9-2013_15,0,15,519.353,,,
0_4_23-9-2013_15,0,15,0,,,
0_0_28-9-2013_15,0,15,147.742,,,
0_7_2-9-2013_15,0,15,1939.245,,,
0_9_16-9-2013_15,0,15,2952.494,,,
0_2_10-9-2013_15,0,15,6849.733,,,
0_8_27-9-2013_15,0,15,1419.236,,,
0_0_17-9-2013_15,0,15,2436.496,,,
0_4_25-9-2013_15,0,15,0,,,
0_0_16-9-2013_15,0,15,1666.631,,,
0_1_5-9-2013_15,0,15,1612.89,,,
0_8_22-9-2013_15,0,15,2891.884,,,
0_8_7-9-2013_15,0,15,1482.661,,,
0_10_11-9-2013_15,0,15,1578.415,,,
0_10_25-9-2013_15,0,15,656.43,,,
0_12_14-9-2013_15,0,15,1464.449,,,
0_1_8-9-2013_15,0,15,6240.62,,,
0_2_22-9-2013_15,0,15,1523.58,,,
0_4_26-9-2013_15,0,15,0,,,
0_1_6-9-2013_15,0,15,1807.197,,,
0_1_7-9-2013_15,0,15,6518.249,,,
0_5_10-9-2013_15,0,15,41.858,,,
0_1_16-9-2013_15,0,15,3537.247,,,
0_0_13-9-2013_15,0,15,13750.535,,,
0_4_3-9-2013_15,0,15,0,,,
0_2_12-9-2013_15,0,15,1180.792,,,
0_13_6-9-2013_15,0,15,1234.35,,,
0_1_27-9-2013_15,0,15,1799.953,,,
0_0_26-9-2013_15,0,15,11171.077,,,
0_7_11-9-2013_15,0,15,3038.665,,,
0_0_14-9-2013_15,0,15,3284.343,,,
0_0_10-9-2013_15,0,15,9845.447,,,
0_10_3-9-2013_15,0,15,12783.539,,,
0_1_17-9-2013_15,0,15,6940.199,,,
0_12_19-9-2013_15,0,15,3319.694,,,
0_7_3-9-2013_15,0,15,4007.061,,,
0_2_6-9-2013_15,0,15,604.006,,,
0_9_9-9-2013_15,0,15,638.153,,,
0_0_2-9-2013_15,0,15,8588.48,,,
0_2_25-9-2013_15,0,15,530.403,,,
0_3_27-9-2013_15,0,15,1482.969,,,
0_7_25-9-2013_15,0,15,1937.82,,,
0_2_1-9-2013_15,0,15,13750.934,,,
0_3_8-9-2013_15,0,15,6482.847,,,
0_8_13-9-2013_15,0,15,14480.101,,,
0_0_18-9-2013_15,0,15,11077.345,,,
0_3_18-9-2013_15,0,15,2928.876,,,
0_8_14-9-2013_15,0,15,4418.238,,,
0_4_6-9-2013_15,0,15,0,,,
0_1_9-9-2013_15,0,15,2978.489,,,
0_10_16-9-2013_15,0,15,1784.593,,,
0_5_30-9-2013_15,0,15,0,,,
0_8_11-9-2013_15,0,15,1712.492,,,
0_2_17-9-2013_15,0,15,1088.872,,,
0_3_13-9-2013_15,0,15,3170.86,,,
0_9_11-9-2013_15,0,15,2767.989,,,
0_0_15-9-2013_15,0,15,11702.505,,,
0_12_11-9-2013_15,0,15,264.378,,,
0_7_14-9-2013_15,0,15,1853.564,,,
0_0_27-9-2013_15,0,15,1464.04,,,
0_3_17-9-2013_15,0,15,3623.199,,,
0_3_16-9-2013_15,0,15,2526.874,,,
0_11_8-9-2013_15,0,15,622.801,,,
0_8_29-9-2013_15,0,15,1508.696,,,
0_9_14-9-2013_15,0,15,903.73,,,
0_7_4-9-2013_15,0,15,2977.134,,,
0_0_30-9-2013_15,0,15,9369.782,,,
0_0_25-9-2013_15,0,15,1546.45,,,
0_6_15-9-2013_15,0,15,18752.154,,,
0_10_4-9-2013_15,0,15,9424.895,,,
0_11_11-9-2013_15,0,15,548.239,,,
0_5_17-9-2013_15,0,15,37.369,,,
0_3_10-9-2013_15,0,15,3203.98,,,
0_4_8-9-2013_15,0,15,0,,,
0_9_13-9-2013_15,0,15,16659.117,,,
0_3_2-9-2013_15,0,15,1882.196,,,
0_11_30-9-2013_15,0,15,0,,,
0_0_22-9-2013_15,0,15,2789.302,,,
0_1_29-9-2013_15,0,15,6316.644,,,
0_0_12-9-2013_15,0,15,1238.128,,,
0_11_27-9-2013_15,0,15,594.493,,,
0_4_7-9-2013_15,0,15,0,,,
0_11_10-9-2013_15,0,15,588.365,,,
0_8_19-9-2013_15,0,15,13294.175,,,
0_7_19-9-2013_15,0,15,6120.569,,,
0_0_1-9-2013_15,0,15,9817.5,,,
0_12_2-9-2013_15,0,15,9533.141,,,
0_0_11-9-2013_15,0,15,1691.098,,,
0_8_2-9-2013_15,0,15,10608.84,,,
0_8_10-9-2013_15,0,15,11606.94,,,
0_8_8-9-2013_15,0,15,1522.353,,,
0_0_8-9-2013_15,0,15,1498.014,,,
0_11_6-9-2013_15,0,15,614.046,,,
0_12_30-9-2013_15,0,15,10645.811,,,
0_12_17-9-2013_15,0,15,176.367,,,
0_1_25-9-2013_15,0,15,2881.321,,,
0_0_19-9-2013_15,0,15,10660.717,,,
0_3_30-9-2013_15,0,15,1947.668,,,
0_2_15-9-2013_15,0,15,7594.465,,,
0_0_9-9-2013_15,0,15,1696.07,,,
0_12_16-9-2013_15,0,15,251.511,,,
0_4_11-9-2013_15,0,15,0,,,
0_1_12-9-2013_15,0,15,1907.05,,,
0_8_15-9-2013_15,0,15,14583.339,,,
0_12_8-9-2013_15,0,15,186.598,,,
1_0_15-9-2013_16,1,16,132.966,,,
1_0_17-9-2013_16,1,16,87.861,,,
1_0_14-9-2013_16,1,16,131.944,,,
1_0_4-9-2013_16,1,16,3911.833,,,
1_0_6-9-2013_16,1,16,89.344,,,
1_0_8-9-2013_16,1,16,66.915,,,
1_0_23-9-2013_16,1,16,4841.754,,,
1_0_18-9-2013_16,1,16,4599.115,,,
1_0_9-9-2013_16,1,16,5334.073,,,
1_0_2-9-2013_16,1,16,4126.756,,,
1_0_19-9-2013_16,1,16,125.094,,,
1_0_13-9-2013_16,1,16,4611.775,,,
1_0_1-9-2013_16,1,16,4991.344,,,
1_0_22-9-2013_16,1,16,6081.282,,,
1_0_16-9-2013_16,1,16,6273.21,,,
1_0_5-9-2013_16,1,16,88.427,,,
1_0_11-9-2013_16,1,16,128.192,,,
1_0_3-9-2013_16,1,16,4329.233,,,
1_0_10-9-2013_16,1,16,4507.941,,,
1_0_7-9-2013_16,1,16,91.185,,,
1_0_13-9-2013_10,1,10,5598.663,,,
1_0_3-9-2013_10,1,10,3803.981,,,
1_0_7-9-2013_10,1,10,89.707,,,
1_0_5-9-2013_10,1,10,88.502,,,
1_0_11-9-2013_10,1,10,4251.211,,,
1_0_1-9-2013_10,1,10,4826.299,,,
1_0_15-9-2013_10,1,10,5576.034,,,
1_0_19-9-2013_10,1,10,10738.39,,,
1_0_6-9-2013_10,1,10,88.337,,,
1_0_18-9-2013_10,1,10,10441.533,,,
1_0_4-9-2013_10,1,10,4426.663,,,
1_0_8-9-2013_10,1,10,84.924,,,
1_0_10-9-2013_10,1,10,4484.95,,,
1_0_22-9-2013_10,1,10,7316.466,,,
1_0_14-9-2013_10,1,10,5356.104,,,
1_0_9-9-2013_10,1,10,1068.813,,,
1_0_20-9-2013_10,1,10,4248.13,,,
1_0_16-9-2013_10,1,10,10839.652,,,
1_0_23-9-2013_10,1,10,9850.7,,,
1_0_2-9-2013_10,1,10,4569.461,,,
1_0_17-9-2013_10,1,10,4052.888,,,
1_0_12-9-2013_3,1,3,83.714,,,
1_0_16-9-2013_3,1,3,84.912,,,
1_0_5-9-2013_3,1,3,62.193,,,
1_0_2-9-2013_3,1,3,85.23,,,
1_0_1-9-2013_3,1,3,88.008,,,
1_0_7-9-2013_3,1,3,85.067,,,
1_0_20-9-2013_3,1,3,6495.305,,,
1_0_6-9-2013_3,1,3,87.995,,,
1_0_9-9-2013_3,1,3,88.118,,,
1_0_4-9-2013_3,1,3,87.297,,,
1_0_23-9-2013_3,1,3,6162.997,,,
1_0_18-9-2013_3,1,3,84.212,,,
1_0_14-9-2013_3,1,3,86.142,,,
1_0_3-9-2013_3,1,3,87.432,,,
1_0_22-9-2013_3,1,3,6626.006,,,
1_0_19-9-2013_3,1,3,123.32,,,
1_0_11-9-2013_3,1,3,83.97,,,
1_0_13-9-2013_3,1,3,89.773,,,
1_0_15-9-2013_3,1,3,127.14,,,
1_0_10-9-2013_3,1,3,130.595,,,
1_0_8-9-2013_3,1,3,87.207,,,
1_0_17-9-2013_3,1,3,6369.143,,,
0_12_28-9-2013_3,0,3,186.253,138.0338171,79.10833333,58.92548378
0_6_3-9-2013_3,0,3,12302.654,10208.10009,4966.5395,5241.560593
0_9_24-9-2013_3,0,3,17784.405,15665.71162,7519.983,8145.728624
0_6_20-9-2013_3,0,3,10338.288,8853.561086,4552.808333,4300.752753
0_9_4-9-2013_3,0,3,15857.248,8392.013039,5641.359,2750.654039
0_1_1-9-2013_3,0,3,3042.214,1624.937,1624.937,0
0_1_1-9-2013_3,0,3,3042.214,2824.373197,2226.165,598.2081969
0_9_27-9-2013_3,0,3,15868.019,9736.500494,4971.059,4765.441494
0_0_28-9-2013_3,0,3,141.35,138.0338171,79.10833333,58.92548378
0_0_22-9-2013_3,0,3,3432.717,2766.808177,1158.823333,1607.984844
0_13_3-9-2013_3,0,3,21889.298,10208.10009,4966.5395,5241.560593
0_7_27-9-2013_3,0,3,11413.973,9736.500494,4971.059,4765.441494
0_1_10-9-2013_3,0,3,3695.376,3110.270377,1790.625,1319.645377
0_8_28-9-2013_3,0,3,176.001,138.0338171,79.10833333,58.92548378
0_0_29-9-2013_3,0,3,3060.531,2606.309694,1290.6465,1315.663194
0_13_1-9-2013_3,0,3,2458.34,1624.937,1624.937,0
0_1_18-9-2013_3,0,3,3445.25,3100.592591,1693.471,1407.121591
0_9_9-9-2013_3,0,3,2629.57,2306.05,1884.3255,421.7245
0_1_17-9-2013_3,0,3,8475.225,7391.054613,4591.943,2799.111613
0_6_16-9-2013_3,0,3,5011.246,4724.396992,3343.348333,1381.048658
0_1_2-9-2013_3,0,3,2960.443,2755.990027,1551.131,1204.859027
0_6_12-9-2013_3,0,3,5070.776,4012.169373,2037.6994,1974.469973
0_3_1-9-2013_3,0,3,2011.344,1624.937,1624.937,0
0_6_5-9-2013_3,0,3,3633.125,3215.631187,1926.29925,1289.331937
0_6_19-9-2013_3,0,3,4071.305,3719.709084,2188.46725,1531.241834
0_6_14-9-2013_3,0,3,3978.539,3496.106919,2555.06675,941.0401693
0_1_15-9-2013_3,0,3,2940.226,2386.599178,1349.771,1036.828178
0_6_24-9-2013_3,0,3,18849.751,15665.71162,7519.983,8145.728624
0_8_26-9-2013_3,0,3,4543.747,3512.431,3512.431,0
0_9_3-9-2013_3,0,3,15803.687,10208.10009,4966.5395,5241.560593
0_1_8-9-2013_3,0,3,1807.764,1568.112001,844.6053333,723.5066673
0_0_25-9-2013_3,0,3,3550.609,3252.640948,1818.627,1434.013948
0_6_3-9-2013_3,0,3,12302.654,10208.10009,4966.5395,5241.560593
0_13_3-9-2013_3,0,3,21889.298,10208.10009,4966.5395,5241.560593
0_9_3-9-2013_3,0,3,15803.687,10208.10009,4966.5395,5241.560593
0_0_29-9-2013_3,0,3,3060.531,2606.309694,1290.6465,1315.663194
0_1_2-9-2013_3,0,3,2960.443,2755.990027,1551.131,1204.859027
0_1_8-9-2013_3,0,3,1807.764,1568.112001,844.6053333,723.5066673
0_1_17-9-2013_3,0,3,8475.225,7391.054613,4591.943,2799.111613
0_1_10-9-2013_3,0,3,3695.376,3110.270377,1790.625,1319.645377
0_12_28-9-2013_3,0,3,186.253,138.0338171,79.10833333,58.92548378
0_0_28-9-2013_3,0,3,141.35,138.0338171,79.10833333,58.92548378
0_8_28-9-2013_3,0,3,176.001,138.0338171,79.10833333,58.92548378
0_6_5-9-2013_3,0,3,3633.125,3215.631187,1926.29925,1289.331937
0_9_27-9-2013_3,0,3,15868.019,9736.500494,4971.059,4765.441494
0_7_27-9-2013_3,0,3,11413.973,9736.500494,4971.059,4765.441494
0_1_15-9-2013_3,0,3,2940.226,2386.599178,1349.771,1036.828178
0_9_4-9-2013_3,0,3,15857.248,8392.013039,5641.359,2750.654039
0_6_16-9-2013_3,0,3,5011.246,4724.396992,3343.348333,1381.048658
0_1_1-9-2013_3,0,3,3042.214,2824.373197,2226.165,598.2081969
0_6_20-9-2013_3,0,3,10338.288,8853.561086,4552.808333,4300.752753
0_9_9-9-2013_3,0,3,2629.57,2306.05,1884.3255,421.7245
0_6_12-9-2013_3,0,3,5070.776,4012.169373,2037.6994,1974.469973
0_8_26-9-2013_3,0,3,4543.747,3512.431,3512.431,0
0_6_14-9-2013_3,0,3,3978.539,3496.106919,2555.06675,941.0401693
0_0_22-9-2013_3,0,3,3432.717,2766.808177,1158.823333,1607.984844
0_0_25-9-2013_3,0,3,3550.609,3252.640948,1818.627,1434.013948
0_6_19-9-2013_3,0,3,4071.305,3719.709084,2188.46725,1531.241834
0_1_18-9-2013_3,0,3,3445.25,3100.592591,1693.471,1407.121591
0_9_24-9-2013_3,0,3,17784.405,15665.71162,7519.983,8145.728624
0_6_24-9-2013_3,0,3,18849.751,15665.71162,7519.983,8145.728624
0_9_18-9-2013_3,0,3,2643.728,,,
0_9_2-9-2013_3,0,3,1000.974,,,
0_4_22-9-2013_3,0,3,0,,,
0_12_23-9-2013_3,0,3,1400.02,,,
0_9_14-9-2013_3,0,3,787.228,,,
0_1_6-9-2013_3,0,3,1755.978,,,
0_0_13-9-2013_3,0,3,1694.607,,,
0_11_17-9-2013_3,0,3,554.259,,,
0_7_29-9-2013_3,0,3,2053.72,,,
0_8_5-9-2013_3,0,3,1463.623,,,
0_5_25-9-2013_3,0,3,38.977,,,
0_0_2-9-2013_3,0,3,1675.877,,,
0_9_1-9-2013_3,0,3,1189.44,,,
0_0_23-9-2013_3,0,3,3197.325,,,
0_1_19-9-2013_3,0,3,3047.552,,,
0_12_24-9-2013_3,0,3,1473.789,,,
0_4_15-9-2013_3,0,3,0,,,
0_0_10-9-2013_3,0,3,1845.535,,,
0_0_12-9-2013_3,0,3,1636.047,,,
0_1_3-9-2013_3,0,3,7563.504,,,
0_3_14-9-2013_3,0,3,1788.924,,,
0_4_3-9-2013_3,0,3,0,,,
0_9_17-9-2013_3,0,3,1005.928,,,
0_5_3-9-2013_3,0,3,0,,,
0_1_14-9-2013_3,0,3,2823.452,,,
0_3_15-9-2013_3,0,3,1729.399,,,
0_0_1-9-2013_3,0,3,1624.937,,,
0_13_5-9-2013_3,0,3,1915.739,,,
0_12_25-9-2013_3,0,3,1729.261,,,
0_0_16-9-2013_3,0,3,1629.325,,,
0_12_26-9-2013_3,0,3,1552.284,,,
0_5_29-9-2013_3,0,3,48.335,,,
0_1_12-9-2013_3,0,3,3444.261,,,
0_0_19-9-2013_3,0,3,1635.012,,,
0_2_8-9-2013_3,0,3,662.086,,,
0_0_30-9-2013_3,0,3,424.258,,,
0_3_25-9-2013_3,0,3,1866.295,,,
0_1_16-9-2013_3,0,3,3389.474,,,
0_8_4-9-2013_3,0,3,1751.906,,,
0_7_30-9-2013_3,0,3,886.821,,,
0_0_14-9-2013_3,0,3,1629.352,,,
0_9_6-9-2013_3,0,3,996.819,,,
0_8_11-9-2013_3,0,3,1765.5,,,
0_1_7-9-2013_3,0,3,6273.68,,,
0_10_18-9-2013_3,0,3,1543.976,,,
0_9_25-9-2013_3,0,3,985.159,,,
0_7_28-9-2013_3,0,3,0,,,
0_9_10-9-2013_3,0,3,2747.204,,,
0_0_11-9-2013_3,0,3,1762.109,,,
0_10_8-9-2013_3,0,3,784.146,,,
0_5_20-9-2013_3,0,3,34.99,,,
0_11_25-9-2013_3,0,3,558.011,,,
0_10_20-9-2013_3,0,3,1564.669,,,
0_0_17-9-2013_3,0,3,3315.606,,,
0_7_15-9-2013_3,0,3,1776.152,,,
0_5_10-9-2013_3,0,3,34.923,,,
0_7_10-9-2013_3,0,3,3013.667,,,
0_1_11-9-2013_3,0,3,3496.927,,,
0_4_19-9-2013_3,0,3,0,,,
0_10_17-9-2013_3,0,3,649.356,,,
0_0_26-9-2013_3,0,3,3512.431,,,
0_4_10-9-2013_3,0,3,0,,,
0_9_16-9-2013_3,0,3,2692.654,,,
0_8_8-9-2013_3,0,3,1410.206,,,
0_5_24-9-2013_3,0,3,50.491,,,
0_4_18-9-2013_3,0,3,0,,,
0_5_15-9-2013_3,0,3,43.818,,,
0_0_18-9-2013_3,0,3,1635.163,,,
0_9_19-9-2013_3,0,3,1099.345,,,
0_2_10-9-2013_3,0,3,1377.296,,,
0_12_9-9-2013_3,0,3,183.072,,,
0_12_10-9-2013_3,0,3,283.088,,,
0_0_15-9-2013_3,0,3,1609.031,,,
0_0_27-9-2013_3,0,3,3461.558,,,
0_12_30-9-2013_3,0,3,185.513,,,
0_5_8-9-2013_3,0,3,63.966,,,
0_1_23-9-2013_3,0,3,8731.016,,,
0_5_5-9-2013_3,0,3,131.998,,,
0_0_9-9-2013_3,0,3,1462.601,,,
0_8_15-9-2013_3,0,3,1644.301,,,
0_3_10-9-2013_3,0,3,2567.578,,,
0_5_22-9-2013_3,0,3,43.753,,,
0_7_17-9-2013_3,0,3,1984.998,,,
0_9_13-9-2013_3,0,3,2797.596,,,
0_11_1-9-2013_3,0,3,586.504,,,
0_0_24-9-2013_3,0,3,3659.707,,,
0_5_2-9-2013_3,0,3,17.073,,,
0_0_20-9-2013_3,0,3,3285.147,,,
0_8_30-9-2013_3,0,3,435.391,,,
0_10_1-9-2013_3,0,3,753.417,,,
0_1_9-9-2013_3,0,3,2306.05,,,
0_4_12-9-2013_3,0,3,0,,,
0_4_29-9-2013_3,0,3,0,,,
0_1_5-9-2013_3,0,3,2476.451,,,
0_8_17-9-2013_3,0,3,4354.146,,,
0_1_4-9-2013_3,0,3,7643.208,,,
0_5_27-9-2013_3,0,3,37.646,,,
0_11_26-9-2013_3,0,3,589.503,,,
0_5_12-9-2013_3,0,3,37.413,,,
0_11_14-9-2013_3,0,3,560.994,,,
0_6_28-9-2013_3,0,3,95.975,,,
0_8_6-9-2013_3,0,3,1387.738,,,
0_2_4-9-2013_3,0,3,7528.963,,,
0_1_13-9-2013_3,0,3,3492.018,,,
0_3_7-9-2013_3,0,3,6654.945,,,
1_0_21-9-2013_23,1,23,119.935,,,
1_0_5-9-2013_23,1,23,84.743,,,
1_0_15-9-2013_23,1,23,6382.549,,,
1_0_14-9-2013_23,1,23,6209.956,,,
1_0_2-9-2013_23,1,23,84.85,,,
1_0_6-9-2013_23,1,23,89.586,,,
1_0_10-9-2013_23,1,23,88.13,,,
1_0_3-9-2013_23,1,23,90.25,,,
1_0_13-9-2013_23,1,23,6447.663,,,
1_0_16-9-2013_23,1,23,89.024,,,
1_0_7-9-2013_23,1,23,87.903,,,
1_0_18-9-2013_23,1,23,6588.932,,,
1_0_9-9-2013_23,1,23,128.079,,,
1_0_17-9-2013_23,1,23,5970.305,,,
1_0_1-9-2013_23,1,23,90.453,,,
1_0_22-9-2013_23,1,23,7704.643,,,
1_0_19-9-2013_23,1,23,80.942,,,
1_0_11-9-2013_23,1,23,88.644,,,
1_0_8-9-2013_23,1,23,88.568,,,
1_0_4-9-2013_23,1,23,64.95,,,
1_0_22-9-2013_14,1,14,123.102,,,
1_0_5-9-2013_14,1,14,57.731,,,
1_0_7-9-2013_14,1,14,85.631,,,
1_0_9-9-2013_14,1,14,126.812,,,
1_0_4-9-2013_14,1,14,123.219,,,
1_0_8-9-2013_14,1,14,84.635,,,
1_0_14-9-2013_14,1,14,6671.872,,,
1_0_16-9-2013_14,1,14,4414.115,,,
1_0_23-9-2013_14,1,14,11728.269,,,
1_0_3-9-2013_14,1,14,4074.495,,,
1_0_11-9-2013_14,1,14,125.528,,,
1_0_6-9-2013_14,1,14,84.945,,,
1_0_18-9-2013_14,1,14,4441.862,,,
1_0_13-9-2013_14,1,14,2844.085,,,
1_0_19-9-2013_14,1,14,4098.478,,,
1_0_1-9-2013_14,1,14,3992.714,,,
1_0_2-9-2013_14,1,14,196.506,,,
1_0_17-9-2013_14,1,14,6363.215,,,
1_0_10-9-2013_14,1,14,3909.606,,,
1_0_15-9-2013_14,1,14,11312.866,,,
2_0_2-9-2013_20,2,20,4500.008,,,
2_0_1-9-2013_20,2,20,7355.4,,,
1_0_22-9-2013_12,1,12,6304.063,,,
1_0_18-9-2013_12,1,12,11095.204,,,
1_0_6-9-2013_12,1,12,89.082,,,
1_0_17-9-2013_12,1,12,6050.903,,,
1_0_4-9-2013_12,1,12,4320.152,,,
1_0_9-9-2013_12,1,12,4121.551,,,
1_0_13-9-2013_12,1,12,4162.073,,,
1_0_2-9-2013_12,1,12,4727.581,,,
1_0_19-9-2013_12,1,12,11966.691,,,
1_0_15-9-2013_12,1,12,10647.822,,,
1_0_10-9-2013_12,1,12,4007.507,,,
1_0_11-9-2013_12,1,12,126.123,,,
1_0_16-9-2013_12,1,12,122.395,,,
1_0_8-9-2013_12,1,12,89.371,,,
1_0_20-9-2013_12,1,12,6043,,,
1_0_1-9-2013_12,1,12,4602.888,,,
1_0_23-9-2013_12,1,12,6658.219,,,
1_0_14-9-2013_12,1,12,5986.755,,,
1_0_5-9-2013_12,1,12,90.716,,,
1_0_7-9-2013_12,1,12,86.088,,,
1_0_3-9-2013_12,1,12,4117.497,,,
1_0_17-9-2013_7,1,7,4643.419,,,
1_0_14-9-2013_7,1,7,10364.648,,,
1_0_20-9-2013_7,1,7,10842.187,,,
1_0_6-9-2013_7,1,7,86.919,,,
1_0_10-9-2013_7,1,7,4368.791,,,
1_0_23-9-2013_7,1,7,10762.56,,,
1_0_7-9-2013_7,1,7,85.842,,,
1_0_11-9-2013_7,1,7,5018.18,,,
1_0_22-9-2013_7,1,7,128.398,,,
1_0_2-9-2013_7,1,7,90.408,,,
1_0_16-9-2013_7,1,7,11393.648,,,
1_0_4-9-2013_7,1,7,4488.414,,,
1_0_12-9-2013_7,1,7,52.794,,,
1_0_9-9-2013_7,1,7,78.767,,,
1_0_13-9-2013_7,1,7,4458.46,,,
1_0_3-9-2013_7,1,7,4164.741,,,
1_0_19-9-2013_7,1,7,11049.228,,,
1_0_1-9-2013_7,1,7,4846.471,,,
1_0_18-9-2013_7,1,7,10090.754,,,
1_0_15-9-2013_7,1,7,6175.719,,,
1_0_5-9-2013_7,1,7,89.8,,,
1_0_8-9-2013_7,1,7,88.766,,,
0_6_15-9-2013_12,0,12,18350.14,,,
0_6_8-9-2013_12,0,12,2826.316,,,
0_7_2-9-2013_12,0,12,1927.815,,,
0_12_9-9-2013_12,0,12,0,,,
0_12_27-9-2013_12,0,12,1412.646,,,
0_4_3-9-2013_12,0,12,0,,,
0_3_25-9-2013_12,0,12,1888.368,,,
0_0_26-9-2013_12,0,12,10018.091,,,
0_4_6-9-2013_12,0,12,0,,,
0_9_14-9-2013_12,0,12,898.481,,,
0_10_16-9-2013_12,0,12,1682.442,,,
0_1_25-9-2013_12,0,12,2935.177,,,
0_9_13-9-2013_12,0,12,13483.428,,,
0_4_19-9-2013_12,0,12,0,,,
0_5_1-9-2013_12,0,12,378.274,,,
0_1_14-9-2013_12,0,12,8150.162,,,
0_11_3-9-2013_12,0,12,567.398,,,
0_0_10-9-2013_12,0,12,9012.022,,,
0_6_17-9-2013_12,0,12,4723.674,,,
0_7_14-9-2013_12,0,12,1811.067,,,
0_9_9-9-2013_12,0,12,301.569,,,
0_8_15-9-2013_12,0,12,14068.231,,,
0_5_4-9-2013_12,0,12,0,,,
0_3_2-9-2013_12,0,12,1866.422,,,
0_1_6-9-2013_12,0,12,1718.898,,,
0_5_10-9-2013_12,0,12,35.297,,,
0_8_10-9-2013_12,0,12,10519.434,,,
0_8_27-9-2013_12,0,12,3969.142,,,
0_3_16-9-2013_12,0,12,3764.803,,,
0_7_30-9-2013_12,0,12,958.142,,,
0_4_15-9-2013_12,0,12,0,,,
0_6_10-9-2013_12,0,12,12694.952,,,
0_0_20-9-2013_12,0,12,4079.485,,,
0_0_11-9-2013_12,0,12,1766.557,,,
0_1_5-9-2013_12,0,12,1554.31,,,
0_1_29-9-2013_12,0,12,6292.022,,,
0_8_8-9-2013_12,0,12,1403.48,,,
0_3_23-9-2013_12,0,12,3784.3,,,
0_12_20-9-2013_12,0,12,8809.452,,,
0_0_16-9-2013_12,0,12,2526.684,,,
0_3_22-9-2013_12,0,12,3772.282,,,
0_1_7-9-2013_12,0,12,6393.828,,,
0_6_18-9-2013_12,0,12,14148.557,,,
0_9_11-9-2013_12,0,12,2834.667,,,
0_3_18-9-2013_12,0,12,1711.295,,,
0_12_29-9-2013_12,0,12,199.635,,,
0_0_9-9-2013_12,0,12,1223.341,,,
0_7_28-9-2013_12,0,12,0,,,
0_3_28-9-2013_12,0,12,0,,,
0_9_23-9-2013_12,0,12,2941.38,,,
0_4_26-9-2013_12,0,12,0,,,
0_1_8-9-2013_12,0,12,1810.679,,,
0_4_8-9-2013_12,0,12,0,,,
0_11_19-9-2013_12,0,12,588.178,,,
0_10_23-9-2013_12,0,12,1611.587,,,
0_3_27-9-2013_12,0,12,1450.887,,,
0_0_19-9-2013_12,0,12,12680.72,,,
0_4_7-9-2013_12,0,12,0,,,
0_11_30-9-2013_12,0,12,0,,,
0_0_1-9-2013_12,0,12,8924.804,,,
0_9_16-9-2013_12,0,12,2802.984,,,
0_5_17-9-2013_12,0,12,257.249,,,
0_0_23-9-2013_12,0,12,4254.585,,,
0_11_11-9-2013_12,0,12,574.859,,,
0_5_29-9-2013_12,0,12,74.117,,,
0_7_25-9-2013_12,0,12,1983.566,,,
0_0_25-9-2013_12,0,12,1631.481,,,
0_0_22-9-2013_12,0,12,4439.632,,,
0_12_17-9-2013_12,0,12,2093.595,,,
0_0_24-9-2013_12,0,12,3317.767,,,
0_5_8-9-2013_12,0,12,63.693,,,
0_0_27-9-2013_12,0,12,2908.004,,,
0_7_4-9-2013_12,0,12,5659.832,,,
0_8_13-9-2013_12,0,12,10054.715,,,
0_12_2-9-2013_12,0,12,10166.902,,,
0_8_19-9-2013_12,0,12,15246.942,,,
0_3_10-9-2013_12,0,12,3155.98,,,
0_6_13-9-2013_12,0,12,9724.421,,,
0_2_22-9-2013_12,0,12,1792.776,,,
0_8_2-9-2013_12,0,12,11160.05,,,
0_10_13-9-2013_12,0,12,12227.916,,,
0_2_17-9-2013_12,0,12,1130.398,,,
0_0_2-9-2013_12,0,12,9289.096,,,
0_1_12-9-2013_12,0,12,1843.913,,,
0_8_6-9-2013_12,0,12,1378.574,,,
0_8_18-9-2013_12,0,12,13001.351,,,
0_7_20-9-2013_12,0,12,4785.457,,,
0_1_3-9-2013_12,0,12,24291.467,,,
0_11_26-9-2013_12,0,12,555.527,,,
0_3_4-9-2013_12,0,12,3766.187,,,
0_0_29-9-2013_12,0,12,1463.264,,,
